id,class
2998,0
2999,4
3000,3
3001,3
3002,1
3003,2
3004,0
3005,4
3006,4
3007,3
3008,4
3009,0
3010,4
3011,0
3012,1
3013,1
3014,0
3015,1
3016,0
3017,4
3018,1
3019,4
3020,2
3021,2
3022,0
3023,1
3024,0
3025,1
3026,1
3027,3
3028,0
3029,1
3030,4
3031,3
3032,0
3033,0
3034,1
3035,1
3036,0
3037,0
3038,2
3039,0
3040,2
3041,0
3042,1
3043,0
3044,1
3045,2
3046,1
3047,3
3048,4
3049,0
3050,2
3051,4
3052,0
3053,4
3054,3
3055,4
3056,3
3057,3
3058,0
3059,1
3060,2
3061,1
3062,4
3063,4
3064,2
3065,2
3066,4
3067,2
3068,2
3069,2
3070,3
3071,0
3072,4
3073,3
3074,0
3075,3
3076,2
3077,1
3078,4
3079,0
3080,2
3081,3
3082,0
3083,2
3084,2
3085,0
3086,2
3087,1
3088,1
3089,4
3090,4
3091,2
3092,3
3093,0
3094,1
3095,4
3096,0
3097,0
3098,3
3099,1
3100,0
3101,3
3102,3
3103,0
3104,4
3105,3
3106,2
3107,1
3108,1
3109,4
3110,4
3111,2
3112,1
3113,0
3114,3
3115,4
3116,3
3117,4
3118,0
3119,2
3120,0
3121,3
3122,2
3123,3
3124,1
3125,4
3126,4
3127,0
3128,3
3129,0
3130,0
3131,1
3132,2
3133,4
3134,2
3135,3
3136,3
3137,4
3138,4
3139,3
3140,4
3141,1
3142,0
3143,4
3144,3
3145,3
3146,4
3147,1
3148,3
3149,0
3150,3
3151,1
3152,1
3153,3
3154,4
3155,2
3156,3
3157,1
3158,2
3159,4
3160,1
3161,0
3162,4
3163,0
3164,4
3165,4
3166,4
3167,4
3168,4
3169,4
3170,3
3171,3
3172,4
3173,1
3174,4
3175,4
3176,0
3177,2
3178,0
3179,0
3180,0
3181,4
3182,4
3183,3
3184,1
3185,2
3186,2
3187,0
3188,0
3189,1
3190,0
3191,4
3192,4
3193,0
3194,3
3195,2
3196,0
3197,3
3198,4
3199,1
