id,class
2998,0
2999,4
3000,3
3001,3
3002,1
3003,2
3004,0
3005,1
3006,4
3007,3
3008,0
3009,2
3010,3
3011,0
3012,1
3013,2
3014,1
3015,1
3016,0
3017,4
3018,3
3019,2
3020,3
3021,2
3022,0
3023,3
3024,0
3025,2
3026,4
3027,3
3028,0
3029,3
3030,4
3031,3
3032,2
3033,0
3034,1
3035,1
3036,4
3037,3
3038,2
3039,0
3040,2
3041,1
3042,3
3043,1
3044,0
3045,2
3046,1
3047,3
3048,4
3049,0
3050,2
3051,4
3052,0
3053,1
3054,3
3055,4
3056,3
3057,2
3058,0
3059,1
3060,2
3061,1
3062,0
3063,4
3064,3
3065,1
3066,3
3067,4
3068,2
3069,0
3070,3
3071,1
3072,4
3073,2
3074,0
3075,3
3076,2
3077,1
3078,4
3079,0
3080,3
3081,1
3082,0
3083,2
3084,4
3085,0
3086,3
3087,1
3088,2
3089,4
3090,4
3091,2
3092,3
3093,0
3094,1
3095,4
3096,0
3097,2
3098,3
3099,1
3100,0
3101,2
3102,3
3103,4
3104,1
3105,3
3106,0
3107,1
3108,2
3109,4
3110,4
3111,2
3112,1
3113,0
3114,3
3115,1
3116,3
3117,0
3118,3
3119,2
3120,0
3121,4
3122,2
3123,3
3124,1
3125,1
3126,4
3127,2
3128,3
3129,0
3130,0
3131,1
3132,2
3133,4
3134,3
3135,2
3136,3
3137,4
3138,0
3139,1
3140,4
3141,1
3142,2
3143,4
3144,3
3145,3
3146,4
3147,1
3148,2
3149,0
3150,2
3151,1
3152,0
3153,3
3154,4
3155,0
3156,3
3157,1
3158,2
3159,4
3160,1
3161,0
3162,4
3163,2
3164,3
3165,3
3166,1
3167,4
3168,0
3169,2
3170,3
3171,0
3172,4
3173,2
3174,1
3175,4
3176,1
3177,2
3178,3
3179,0
3180,2
3181,4
3182,0
3183,3
3184,1
3185,2
3186,2
3187,0
3188,4
3189,1
3190,2
3191,1
3192,4
3193,3
3194,0
3195,2
3196,0
3197,3
3198,4
3199,1
