id,AL,AK,AZ,AR,CA,CO,CT,FL,GA,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,NE,NV,NJ,NM,NY,NC,OH,OK,OR,RI,SC,TX,UT,VA,WA,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,worried_finances,tested_positive
732,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6204291,0.6038363,9.6465117,6.0663611,68.1059276,18.530492,31.1083322,66.382062,35.0350909,45.6739645,19.3150676,5.596575,10.8438307,9.2024867,33.5308941,6.952381,0.5595618,0.5560108,9.7450568,6.1278588,66.1465926,18.8561935,31.364957,66.3162611,35.1586169,46.4607441,19.3721357,5.7355233,10.7574283,8.9135574,33.9459283,6.9200753,0.5743548,0.5755474,9.686558,6.1683598,64.7678787,18.8896791,32.4024258,66.0505498,34.4448461,46.5116271,19.7481067,5.5770198,10.3492833,8.7393709,34.5768907,6.4024338,0.5684906,0.5733284,9.8971801,6.2061741,64.4327679,18.3829775,33.1318491,66.5386447,33.9638343,45.8577131,19.1984606,5.609579,9.7948286,8.7208787,34.4242838,6.7021234,0.6245425,0.6294858,9.8361602,6.4010545,63.2639216,17.9961233,32.9345404,66.3590983,33.5931205,45.7940677,19.064344,5.9319054,9.7756277,8.6421114,33.5315158,6.5265472
733,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1597402,1.1446582,19.0487718,14.6875737,34.0432407,19.7814881,35.6211044,67.6708719,38.1945401,49.0602323,22.909549,3.7868885,12.6618317,10.1277485,30.7665757,17.3324522,1.1628494,1.1475224,19.4438592,15.039112,35.2083565,19.7655337,36.0776083,67.6519704,37.9343129,48.4587307,22.341304,4.165883,12.515605,9.9446646,31.6826532,16.8877904,1.2187922,1.1620739,18.7954884,14.6390101,35.369744,19.2955762,36.8866302,68.7490307,38.737463,49.1361843,23.2335827,4.4197062,11.4699645,9.8032207,31.0560617,14.8599685,1.2126174,1.1612934,19.1589815,15.200805,36.2137833,18.9390198,38.4667085,68.4489144,38.5250765,48.3994256,23.2620653,4.2933689,11.6060032,10.0571374,31.5246016,15.0664815,1.2946207,1.2431836,19.4745041,15.3734528,36.5945568,18.7519101,38.4281016,68.5455043,38.2495752,48.0558692,23.3745282,4.510769,11.4900756,9.6237457,30.4928187,15.5935508
734,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6980498,0.691407,7.9852045,3.9817232,73.3895374,20.1571793,31.483069,65.2593228,31.0115731,43.9991427,16.0094299,3.8346187,9.16,8.6137821,33.9630225,4.2410714,0.6207723,0.6140653,7.6431718,3.7665198,72.9357798,20.5364807,30.8441558,65.1298701,31.017316,43.7445887,15.7792208,4.1324102,8.8351823,8.452381,33.0286169,3.3632287,0.5930806,0.5460944,7.2149123,3.75,72.1786492,20.330614,30.974026,65.2597403,31.3636364,44.004329,15.9090909,4.0025963,9.1307815,8.92,33.5336538,4.1125541,0.534188,0.506617,6.9469424,4.0242806,71.1624776,19.5181256,31.4088275,65.7824342,30.962996,43.357111,15.4926438,4.3894831,9.1986917,9.1468417,35.2674897,4.3981481,0.6649902,0.6230791,7.3542805,4.2577413,70.2511416,18.6208446,32.4660633,65.9049774,31.1538462,43.0090498,15.678733,4.4097693,9.3956954,9.5099668,36.1319967,4.0865385
735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7029585,0.7333262,10.3449405,6.7237685,59.6801703,12.7375597,29.7737206,67.6482093,38.3007311,44.0577207,19.7974209,4.8866117,9.5556089,8.5599024,32.1952204,4.025799,0.6718096,0.6748825,10.1768941,6.6489144,59.5843232,12.5808965,29.0723352,67.2331947,37.3350473,43.9255465,19.8783344,4.7785898,10.087948,8.3594328,32.4074919,4.1129458,0.686355,0.6894317,9.9094023,6.5703495,58.9205629,12.9127068,29.1521032,67.8272584,37.8232315,43.9799119,20.0489037,5.241249,10.7933253,8.5165675,33.6253827,5.0421303,0.6803773,0.6843917,9.6487926,6.5769415,58.6335538,12.8988564,29.1876068,68.1802974,38.6127952,44.2175288,20.5353006,5.5562526,10.2688788,9.0527899,33.450555,5.2017793,0.6867091,0.6907601,9.4984088,6.5887434,58.2019696,12.6860538,28.7320496,67.7987296,38.7289837,43.513626,20.2532017,5.1982704,10.5224643,9.2380236,34.1561964,4.9333133
736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6330539,0.6092087,9.7125524,6.9425245,79.1025633,11.4271932,28.1579634,68.0525819,27.8772363,42.7544682,12.2984006,4.3333301,11.929901,12.929773,31.2835511,8.6304021,0.6788824,0.6688749,9.7684399,6.7169409,78.6625521,11.5632037,28.7376346,68.0436593,28.8447829,43.6159993,12.5358294,4.5958406,12.6367886,13.4586967,32.1282054,9.176685,0.7014584,0.6774093,9.5892331,6.5610975,78.264787,11.5318535,28.6145663,68.5506526,28.7208019,44.2062398,12.9164409,4.624374,12.8579345,13.4219421,33.0473446,10.6158426,0.6591225,0.6348147,10.0315148,6.9503088,78.2584158,11.5399766,28.9013115,68.450262,28.8296478,44.5418866,13.6184431,4.4559431,12.3459538,13.0567344,32.1551028,11.7855375,0.5904129,0.5716822,9.7925384,6.8038195,79.3083455,10.9426279,29.5080534,68.2651624,28.9332199,45.0611178,13.5596295,4.1127523,11.6348485,12.2107946,31.2839157,11.6194565
737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7483154,0.7102719,9.6606115,5.8828372,40.0249905,15.1085674,35.9801008,69.0468643,37.8896239,49.88571,21.7643187,3.5335412,10.3389389,9.5824389,32.0219763,7.5153067,0.6716119,0.6482621,9.5008704,5.9125883,38.922871,15.4816577,35.3708788,68.8206832,38.4646305,49.925059,21.7481415,3.8340018,10.3281386,9.6334839,32.2473797,6.1782106,0.6434973,0.6261331,9.7713355,6.2500128,38.0616962,15.646622,35.4340274,69.0346097,38.6234617,49.7952403,22.0279404,3.931439,10.3981061,9.6491486,33.0185389,5.7910063,0.6400757,0.6225797,9.507472,5.9055183,36.8647481,15.9546989,35.9200365,69.1219183,38.9383749,50.0685569,21.9601786,3.9358643,10.606556,9.6914297,32.5217111,6.2121739,0.6415669,0.6181901,9.4652874,5.8545477,35.7373683,16.1068331,35.9588579,69.1166057,39.5942572,50.1668073,22.277809,4.1710653,11.1348085,10.1280502,32.1545537,6.8038599
738,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5595618,0.5560108,9.7450568,6.1278588,66.1465926,18.8561935,31.364957,66.3162611,35.1586169,46.4607441,19.3721357,5.7355233,10.7574283,8.9135574,33.9459283,6.9200753,0.5743548,0.5755474,9.686558,6.1683598,64.7678787,18.8896791,32.4024258,66.0505498,34.4448461,46.5116271,19.7481067,5.5770198,10.3492833,8.7393709,34.5768907,6.4024338,0.5684906,0.5733284,9.8971801,6.2061741,64.4327679,18.3829775,33.1318491,66.5386447,33.9638343,45.8577131,19.1984606,5.609579,9.7948286,8.7208787,34.4242838,6.7021234,0.6245425,0.6294858,9.8361602,6.4010545,63.2639216,17.9961233,32.9345404,66.3590983,33.5931205,45.7940677,19.064344,5.9319054,9.7756277,8.6421114,33.5315158,6.5265472,0.546231,0.5699404,9.7914649,6.3111212,62.0741289,17.8104703,33.1624787,66.6261481,33.6018754,45.9595473,19.4718328,6.0568835,9.8352524,8.9950584,33.78895,5.6503186
739,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4140593,1.5055884,26.3758232,22.0022182,38.3165423,19.8747844,35.5880099,67.0497224,34.7868786,47.3064416,21.3543535,4.9974794,11.8856796,9.7380698,30.2457419,12.0387238,1.3253778,1.3858147,26.9883181,22.3954583,39.0337474,19.9610044,36.3777728,67.1541451,34.6691591,46.3693314,20.7345265,4.9616849,13.679822,11.1697509,31.3506102,10.6768988,1.2285355,1.2877313,27.0324003,22.337205,39.2278267,20.1048367,36.7741748,68.4758298,35.87699,47.0807301,22.2415865,5.0243627,13.8763919,11.8832097,30.4538485,11.9883236,1.1823661,1.2412282,26.997749,22.3787712,39.8235887,19.3692046,37.45321,68.3634475,35.430052,46.7464836,21.7748937,4.8985653,14.3477645,12.2482054,31.8520696,12.784051,1.1497763,1.2075502,27.3811641,22.9247366,41.3888915,19.84739,38.2686999,67.877734,35.2273867,47.2084855,21.8794923,4.6862485,14.2762904,13.4276405,32.3235901,14.4020347
740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4595211,0.507231,7.8761782,4.6048569,55.1842527,15.1277908,34.0211603,67.3890779,34.6099883,44.5112675,19.8398155,3.8592996,10.5002862,9.3483731,33.344333,2.5029361,0.4584387,0.4976501,8.0336723,4.8784969,54.6935194,15.1844274,33.5913522,67.2943417,34.4900195,44.7679653,19.3205719,3.7907736,9.9722017,8.9964503,34.2424762,2.5251982,0.408717,0.419984,7.8944685,4.7691426,54.3334866,15.4877943,33.3769981,67.6040747,35.0898166,44.798462,19.4330152,4.042396,10.3954257,9.2731339,34.4274536,2.9431293,0.451545,0.470051,8.2556,5.1621795,53.4829046,15.8982211,33.6466513,67.8590278,35.7879039,44.7943846,19.7147706,4.3707149,10.2183394,9.2431284,35.0815807,3.714059,0.4569045,0.4761135,8.1375055,5.1039844,52.6038474,16.2738099,33.7604871,68.108834,36.0530155,45.2301906,20.4964567,4.6752694,10.2740004,8.6043336,34.8931892,4.563101
741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2090559,1.2813102,28.2575758,23.4090909,58.1081081,5.5810398,40.0154799,67.5696594,29.1795666,46.3622291,18.0340557,5.1857585,13.0630631,9.7305389,34.3939394,16.015625,1.4691715,1.577553,30.2130898,24.7336377,58.8852989,5.6414219,39.9529042,67.8963893,28.6499215,46.0753532,17.9748823,5.2590267,13.5514019,9.4720497,34.6394984,17.0289855,1.6309524,1.7380952,30.6475904,24.7740964,59.2857143,5.7164634,38.0620155,67.5193798,29.6899225,44.4186047,16.6666667,4.5736434,13.2621951,9.5744681,35.4294479,15.248227,1.579836,1.6883743,33.0534351,27.2519084,60.3035144,6.558642,37.5981162,67.7394035,29.5918367,44.6624804,15.9340659,5.2590267,12.2727273,8.6102719,33.2826748,12.8289474,1.5540871,1.6642193,32.8438949,26.8160742,61.5823817,7.1205008,36.7038217,66.9585987,28.4235669,43.3917197,15.843949,4.8566879,15.3726708,11.2654321,36.1801242,11.7449664
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6716119,0.6482621,9.5008704,5.9125883,38.922871,15.4816577,35.3708788,68.8206832,38.4646305,49.925059,21.7481415,3.8340018,10.3281386,9.6334839,32.2473797,6.1782106,0.6434973,0.6261331,9.7713355,6.2500128,38.0616962,15.646622,35.4340274,69.0346097,38.6234617,49.7952403,22.0279404,3.931439,10.3981061,9.6491486,33.0185389,5.7910063,0.6400757,0.6225797,9.507472,5.9055183,36.8647481,15.9546989,35.9200365,69.1219183,38.9383749,50.0685569,21.9601786,3.9358643,10.606556,9.6914297,32.5217111,6.2121739,0.6415669,0.6181901,9.4652874,5.8545477,35.7373683,16.1068331,35.9588579,69.1166057,39.5942572,50.1668073,22.277809,4.1710653,11.1348085,10.1280502,32.1545537,6.8038599,0.6894965,0.6736262,9.3705395,5.8733979,34.8219864,16.7844129,35.6828228,69.3950768,39.8440981,50.2932964,22.5756012,4.4454754,11.5974213,10.4500644,32.2574545,5.6818661
743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6812579,0.6196047,11.8385399,9.1930631,51.8893693,30.3170592,28.1248504,69.2152667,33.0452747,40.7582302,16.5559158,4.8538009,16.1601903,13.4349692,34.6796399,6.132278,0.4557582,0.3940289,11.9078118,9.4078397,51.1487348,31.5059155,28.6568403,70.1460662,31.5822859,41.1570397,17.0877727,5.1197625,14.498649,11.8207412,32.6502146,5.803701,0.492051,0.4309254,12.044248,9.5703194,52.0134203,31.782327,28.5620428,70.118544,31.859982,41.2270767,16.9524999,6.0027296,13.9188556,11.4865221,33.7432666,6.4656566,0.4110617,0.3906616,12.8422712,10.6258813,52.3256132,32.8247722,28.0831512,70.7103312,34.2490516,40.6839234,16.6890307,5.2949771,12.2690435,10.9498951,33.2002203,7.6614139,0.3481571,0.3887585,12.6132857,10.4140995,52.5135532,31.9443379,27.2059118,70.6548884,34.0238506,40.7086993,15.9759489,5.2808193,11.9622736,11.4247657,34.1034988,7.5398022
744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4460069,0.4611428,8.7895484,5.8564791,74.0975359,12.3365879,25.3141658,62.9583016,31.5435213,39.3354385,14.2092119,3.4241473,11.8630795,11.7243316,38.1567069,4.849675,0.5939033,0.5786788,8.6355918,5.4177129,73.6680706,12.8747563,24.5603136,63.2745928,32.1737795,39.0807467,14.949387,3.4497675,12.3335405,11.692867,37.8677855,4.6418724,0.5643565,0.5491895,8.5672782,5.244552,72.6563446,13.1233791,26.6767178,64.0349383,32.7429317,38.6440285,14.8141416,3.0412173,12.1926352,11.6775947,37.5513881,4.1026528,0.5249937,0.5093733,8.8821087,5.4223539,72.0875947,13.0677261,27.1776179,65.1913917,32.0919565,37.4375155,14.1357391,3.0699586,11.0811544,9.8285892,37.4209969,4.4652317,0.6054572,0.5893587,8.9922985,5.4632735,70.7895578,13.7540148,27.4498134,64.009732,32.2889821,37.7005617,14.8392089,3.2168121,12.368102,10.6824508,36.970055,5.6451053
745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8216186,0.8297014,10.547992,6.9305107,51.5607855,16.1844516,33.3637928,69.7074824,39.1772938,45.0273945,22.2120483,3.0530156,9.290179,8.9734618,34.2068482,6.1827957,0.7586836,0.7533373,10.8210268,7.1479958,51.7904098,15.3916281,32.9834231,69.7053275,38.8765926,45.0644434,22.559846,3.1491703,8.8360495,8.5053338,34.1298046,6.0846496,0.6611948,0.6826062,10.5065967,6.6892558,50.7775248,14.7271448,33.3028815,69.9488349,38.8563949,45.6521549,22.634258,3.0507848,8.3101559,8.3507995,33.7421138,5.3370697,0.6228987,0.6447032,10.6494838,7.1661725,49.0015377,14.8578799,34.0350184,70.5476813,40.1080231,46.590886,22.9694372,2.9247382,8.0212045,7.8480075,32.9650726,5.1630351,0.4981279,0.5200441,10.269963,7.0229742,48.4888785,14.961066,34.2744823,70.3627486,40.295415,45.9423875,22.4569849,2.7486901,7.7004268,7.5211843,30.7883506,5.7228812
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6788824,0.6688749,9.7684399,6.7169409,78.6625521,11.5632037,28.7376346,68.0436593,28.8447829,43.6159993,12.5358294,4.5958406,12.6367886,13.4586967,32.1282054,9.176685,0.7014584,0.6774093,9.5892331,6.5610975,78.264787,11.5318535,28.6145663,68.5506526,28.7208019,44.2062398,12.9164409,4.624374,12.8579345,13.4219421,33.0473446,10.6158426,0.6591225,0.6348147,10.0315148,6.9503088,78.2584158,11.5399766,28.9013115,68.450262,28.8296478,44.5418866,13.6184431,4.4559431,12.3459538,13.0567344,32.1551028,11.7855375,0.5904129,0.5716822,9.7925384,6.8038195,79.3083455,10.9426279,29.5080534,68.2651624,28.9332199,45.0611178,13.5596295,4.1127523,11.6348485,12.2107946,31.2839157,11.6194565,0.5524039,0.4990177,9.7022899,6.8687457,79.0648554,11.0766389,30.2802401,69.3882036,28.9900411,44.5448093,14.2461801,4.2203838,11.8915376,12.6890308,31.0995819,12.1090723
747,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6207723,0.6140653,7.6431718,3.7665198,72.9357798,20.5364807,30.8441558,65.1298701,31.017316,43.7445887,15.7792208,4.1324102,8.8351823,8.452381,33.0286169,3.3632287,0.5930806,0.5460944,7.2149123,3.75,72.1786492,20.330614,30.974026,65.2597403,31.3636364,44.004329,15.9090909,4.0025963,9.1307815,8.92,33.5336538,4.1125541,0.534188,0.506617,6.9469424,4.0242806,71.1624776,19.5181256,31.4088275,65.7824342,30.962996,43.357111,15.4926438,4.3894831,9.1986917,9.1468417,35.2674897,4.3981481,0.6649902,0.6230791,7.3542805,4.2577413,70.2511416,18.6208446,32.4660633,65.9049774,31.1538462,43.0090498,15.678733,4.4097693,9.3956954,9.5099668,36.1319967,4.0865385,0.5050722,0.4622089,7.3945294,4.659249,68.4297132,18.4356253,33.2172702,66.2256267,30.7567317,42.1773445,15.90065,4.3871866,9.5670996,9.4347826,37.3140857,4.2288557
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2622398,1.1217627,17.1461788,13.4648032,75.2069454,14.7259202,31.7441078,65.943598,35.6361188,38.0655438,19.4476424,4.2274175,14.0835978,9.9667668,44.2237532,11.8591948,1.0342325,0.980716,16.9064547,13.5330907,76.8164079,15.088798,31.5505158,66.1362469,35.8949992,37.5117103,19.2669698,4.3719633,13.794741,8.8040295,42.8256723,12.6424879,1.1796012,1.1259988,17.033946,13.8806309,77.7847393,14.8245423,31.5293598,65.5158096,34.833825,36.5697328,19.3470878,4.4928826,14.1689548,9.1309445,43.9184448,11.7835528,1.2083833,1.155515,16.9929065,13.4632092,78.8822222,15.4029826,32.5314206,65.362693,35.5512564,37.3145885,19.4732073,4.7014016,13.9554021,9.3103987,43.1460816,9.1191866,1.2051857,1.2315499,16.7607212,13.1855703,79.0062509,15.4336043,32.3215496,65.3998187,34.4875684,36.7083643,19.4270435,4.9893304,13.5570003,9.6164465,41.6998215,10.1108753
749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5939033,0.5786788,8.6355918,5.4177129,73.6680706,12.8747563,24.5603136,63.2745928,32.1737795,39.0807467,14.949387,3.4497675,12.3335405,11.692867,37.8677855,4.6418724,0.5643565,0.5491895,8.5672782,5.244552,72.6563446,13.1233791,26.6767178,64.0349383,32.7429317,38.6440285,14.8141416,3.0412173,12.1926352,11.6775947,37.5513881,4.1026528,0.5249937,0.5093733,8.8821087,5.4223539,72.0875947,13.0677261,27.1776179,65.1913917,32.0919565,37.4375155,14.1357391,3.0699586,11.0811544,9.8285892,37.4209969,4.4652317,0.6054572,0.5893587,8.9922985,5.4632735,70.7895578,13.7540148,27.4498134,64.009732,32.2889821,37.7005617,14.8392089,3.2168121,12.368102,10.6824508,36.970055,5.6451053,0.4642803,0.4317481,9.153337,5.9308541,68.7683073,13.4403513,27.4964254,63.5814606,32.6031919,38.1493104,15.3659499,3.4651051,12.9758219,10.7670073,36.2062524,4.7766275
750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4295782,1.5166235,25.0842684,21.007741,36.951185,16.6525574,32.0629066,64.8104036,34.4225072,44.5227693,20.9157985,2.9027268,12.1736073,10.1567084,39.252839,17.0390871,1.4907838,1.5546513,25.8206984,21.1424955,37.5990527,16.0020085,32.2444034,65.023392,34.5989838,43.8369754,20.415732,2.5626842,13.389904,10.1160116,40.2618391,16.0526147,1.4611049,1.5482568,25.5699137,20.6927673,38.014943,16.4633721,32.1141241,65.0505429,34.5244268,44.2637472,20.4323785,2.4812182,13.7284649,10.2062266,41.7387899,15.7458303,1.255898,1.3340991,25.950794,20.9172848,39.7261743,17.1831389,32.731263,65.1430454,35.1951511,44.522864,20.411755,2.7779239,14.1474048,10.5425641,40.4866572,14.4886199,1.239836,1.3143417,26.5693016,21.5690395,40.2495064,17.780236,34.6669447,64.8711614,34.944081,44.0472318,20.3013029,3.071748,14.4749655,10.8353973,41.1285594,15.9685613
751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0067117,1.1234575,21.6051994,17.3287199,34.7582227,16.3747668,35.7448181,66.8281947,34.7359145,50.6785035,24.9482547,6.3822018,15.7744984,11.9339924,35.5838445,16.0526316,1.0196523,1.1467943,21.9933153,17.5800335,35.0968996,15.4422549,36.7402153,66.7402741,34.8774811,50.563781,25.1226365,6.0049843,16.3524607,12.0169379,36.1953635,14.6037869,1.1170146,1.1900228,22.4883582,17.6046645,34.2179959,14.935836,37.0657442,66.4084146,34.389703,50.0235304,24.8124048,5.6573578,16.1304791,12.6262348,36.6111839,14.5931339,1.0741617,1.1265174,22.735992,17.9944353,35.8050956,14.7564107,37.5782518,66.1770274,33.3412806,49.9036501,25.8789838,5.801719,15.5690736,12.2649823,35.3909803,13.2848701,1.1215801,1.1700604,22.8890657,18.2401411,36.8742439,14.1405762,38.5151011,66.2901324,32.8927277,50,26.2616924,5.5502932,16.1002116,12.5944805,36.4109639,12.9266779
752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5698521,0.5464479,11.8221644,7.2846634,60.2044998,19.4112568,33.5933384,68.4208751,36.5499238,46.6772216,20.5653297,3.0213096,12.2107653,11.659292,37.4725914,3.555505,0.5628929,0.5400065,12.6431751,7.7238294,59.4918192,19.3645753,33.2801848,68.3568036,36.0500361,46.5566675,20.6880167,3.0431129,11.933554,12.3692674,38.0561421,4.4725386,0.6175943,0.645172,12.5971791,7.3973625,58.4072865,20.7966512,34.0851099,69.1005097,36.153271,46.9640684,21.3426687,3.5786439,11.7337928,11.6020823,37.3027898,4.2933245,0.6312348,0.6591664,13.2519758,7.6987226,57.6431049,21.1004812,33.6014967,69.3736381,35.9606898,47.693821,21.2399743,3.540847,12.8547239,12.481197,37.3210983,3.8762024,0.6004937,0.6459455,13.3550419,7.6767162,56.0911978,21.252568,33.1107925,69.2123485,34.8975622,48.2032322,21.5795032,3.4002935,13.3614899,12.4703332,37.7225783,3.2798675
753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5930806,0.5460944,7.2149123,3.75,72.1786492,20.330614,30.974026,65.2597403,31.3636364,44.004329,15.9090909,4.0025963,9.1307815,8.92,33.5336538,4.1125541,0.534188,0.506617,6.9469424,4.0242806,71.1624776,19.5181256,31.4088275,65.7824342,30.962996,43.357111,15.4926438,4.3894831,9.1986917,9.1468417,35.2674897,4.3981481,0.6649902,0.6230791,7.3542805,4.2577413,70.2511416,18.6208446,32.4660633,65.9049774,31.1538462,43.0090498,15.678733,4.4097693,9.3956954,9.5099668,36.1319967,4.0865385,0.5050722,0.4622089,7.3945294,4.659249,68.4297132,18.4356253,33.2172702,66.2256267,30.7567317,42.1773445,15.90065,4.3871866,9.5670996,9.4347826,37.3140857,4.2288557,0.3831336,0.3831336,7.1230982,4.5873675,67.1736079,18.067034,33.4485938,67.0124481,31.373905,42.208391,16.2978331,4.5873675,9.3133047,8.2256675,36.2651646,3.3333333
754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5619948,0.5623957,8.009687,5.1582241,84.0298387,7.2260276,27.6996676,62.9006465,28.3891562,38.1773232,13.8840798,5.2168002,10.8047601,9.1401336,37.7632501,2.909232,0.5510453,0.5584973,8.157621,5.3085749,83.9093312,7.4779601,27.60566,62.6574828,28.3441173,38.0962865,13.8121073,5.2371265,10.9066268,9.3209005,37.6801048,3.0007726,0.5276396,0.5334868,8.204139,5.3684175,83.8027259,7.625481,27.5796219,62.3436389,28.2653147,38.1657677,14.0387333,5.2737577,10.6949615,9.4319052,37.1549229,3.1028995,0.535871,0.5479874,7.97297,5.2733558,83.4627434,7.6703024,27.1711091,62.3769315,28.171348,37.984024,13.7717414,5.4774183,10.5732841,9.3613856,37.2386251,3.7109291,0.603249,0.608559,7.6753004,5.167169,83.3601624,7.6107429,26.8623049,62.488663,28.0965462,37.9760922,14.0196707,5.5335217,10.7122713,9.4397289,37.28818,3.678789
755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4691715,1.577553,30.2130898,24.7336377,58.8852989,5.6414219,39.9529042,67.8963893,28.6499215,46.0753532,17.9748823,5.2590267,13.5514019,9.4720497,34.6394984,17.0289855,1.6309524,1.7380952,30.6475904,24.7740964,59.2857143,5.7164634,38.0620155,67.5193798,29.6899225,44.4186047,16.6666667,4.5736434,13.2621951,9.5744681,35.4294479,15.248227,1.579836,1.6883743,33.0534351,27.2519084,60.3035144,6.558642,37.5981162,67.7394035,29.5918367,44.6624804,15.9340659,5.2590267,12.2727273,8.6102719,33.2826748,12.8289474,1.5540871,1.6642193,32.8438949,26.8160742,61.5823817,7.1205008,36.7038217,66.9585987,28.4235669,43.3917197,15.843949,4.8566879,15.3726708,11.2654321,36.1801242,11.7449664,1.7146411,1.8265814,32.725832,26.703645,63.25,7.9073482,35.3658537,66.2601626,27.7235772,42.6829268,15.203252,5.6097561,15.15625,10.7476636,34.84375,12.5
